Week,Month_Year,Promo_Exists,Consumer_Index,Inflation_Rate,Gross_Rating_Point,Month,Year,Search_Spend,Display_Spend,Video_Spend,Social_Spend,Digital_Audio_Spend,TV_Spend,Radio_Spend,OOH_Spend,revenue,salescount,Search_Views,Social_Views,Video_Views,Display_Views,Audio_Views,Search_Clicks,Social_Clicks,Video_Clicks,Display_Clicks,Audio_Clicks,category_Books,category_Clothing,category_Electronics,category_Home,Sales_Channel_Digital Audio,Sales_Channel_Display,Sales_Channel_Offline,Sales_Channel_Search,Sales_Channel_Social,Sales_Channel_Video
2023-08-21,2023-08-01,0,113.2,6.1,100.10000000000001,56,14161,189228.21103636452,20156.589656640655,25086.784391552585,30700.803731041255,16442.781317209465,69036.97824519326,19902.211666331663,16506.038129477045,1217827.51,6263,2745,5559,6840,8222,4187,5945,4150,2529,2459,1685,1611.0,1507.0,1522.0,1623.0,569.0,559.0,531.0,2334.0,1433.0,837.0
2023-08-28,2023-08-01,0,113.2,6.1,100.10000000000001,32,8092,111224.83595476826,12310.1973633975,14448.99122376091,15489.654585277643,9294.840586183673,36952.38997411525,11607.92611132294,9077.143365516047,544515.42,3206,1673,3122,3951,4745,2352,3148,2327,1354,1348,931,834.0,804.0,828.0,740.0,299.0,267.0,356.0,1160.0,691.0,433.0
2023-08-28,2023-09-01,1,114.1,4.5,171.0,27,6069,85319.46839839172,7630.834433584036,17745.712402980014,8061.468600323951,8855.694984077669,30325.135656201517,8225.159560856693,8180.764875748344,1087933.6099999999,3821,1392,2658,3300,3906,1973,3095,2246,1358,1401,919,939.0,958.0,1000.0,924.0,369.0,401.0,129.0,1434.0,934.0,554.0
2023-09-04,2023-09-01,1,114.1,4.5,171.0,63,14161,214092.48944722055,17236.414771847063,39209.96513646235,18441.34274943743,21515.348526988822,67916.17582065624,17617.64796107138,17682.11175401999,1734332.54,7468,2610,5233,6435,7741,3750,6106,4343,2679,2647,1763,1933.0,1861.0,1850.0,1824.0,720.0,749.0,257.0,2875.0,1775.0,1092.0
2023-09-11,2023-09-01,1,114.1,4.5,171.0,63,14161,217743.52277544636,17857.764514837232,40630.48028715041,17884.569310532028,23381.17442473802,70297.46372087221,18075.162853643906,17902.805024623915,1811167.48,7688,2565,5241,6421,7804,3889,6204,4454,2603,2627,1752,1935.0,1958.0,1879.0,1916.0,756.0,730.0,257.0,2976.0,1846.0,1123.0
2023-09-18,2023-09-01,1,114.1,4.5,171.0,63,14161,233638.27977437712,17123.200071852032,39287.48608295229,18289.78114149331,21793.27584101911,64468.6052464468,18182.670836691217,17211.439085376394,1831371.36,7640,2624,5198,6581,7942,4003,6329,4464,2773,2590,1768,1939.0,1955.0,1860.0,1886.0,744.0,730.0,288.0,2935.0,1831.0,1112.0
2023-09-25,2023-09-01,1,114.1,4.5,171.0,54,12138,183178.72348228158,15788.05203012923,32858.2469325633,15377.028442835803,18557.234195498495,56986.714586039765,15225.878987187036,15045.652477162566,1384280.1600000001,6351,2249,4417,5438,6484,3281,5172,3800,2242,2180,1480,1567.0,1617.0,1551.0,1616.0,554.0,629.0,225.0,2469.0,1549.0,925.0
2023-09-25,2023-10-01,1,114.6,3.8,169.20000000000002,10,2023,42289.04040756277,3878.153578816537,7895.611095238811,4883.6950765058,5099.611462864907,14764.395063536738,3116.302672811668,5782.102657348733,447461.05,1434,511,1021,1300,1491,779,1183,908,494,529,339,383.0,364.0,345.0,342.0,149.0,141.0,56.0,518.0,370.0,200.0
2023-10-02,2023-10-01,1,114.6,3.8,169.20000000000002,70,14161,306626.66199474526,30777.422975815636,59330.66218653743,37250.77656106971,32075.500336432975,116394.36403774969,25649.195880942698,37466.382983147116,2096437.67,8221,2946,5794,7121,8539,4360,6772,4829,2920,2931,1906,2075.0,2090.0,2021.0,2035.0,752.0,804.0,273.0,3173.0,2044.0,1175.0
2023-10-09,2023-10-01,1,114.6,3.8,169.20000000000002,70,14161,298832.1721084434,31897.89605973263,56092.59452688667,34729.35817021641,32184.726908747267,119779.63933860065,24797.694541823857,38009.78008798814,2200216.91,8634,2971,6021,7707,9027,4505,7226,5118,3173,3020,2103,2204.0,2205.0,2133.0,2092.0,825.0,846.0,287.0,3351.0,2072.0,1253.0
2023-10-16,2023-10-01,1,114.6,3.8,169.20000000000002,70,14161,299336.5066308325,33595.92481156639,53629.53191695147,37278.59412374869,31685.828469068383,122393.75898348227,24665.58684857776,37829.33078360642,2133598.57,8352,2860,5718,7240,8706,4270,6713,4929,2970,2981,1899,2116.0,2109.0,2064.0,2063.0,830.0,803.0,290.0,3194.0,1991.0,1244.0
2023-10-23,2023-10-01,1,114.6,3.8,169.20000000000002,70,14161,305303.6052700852,31916.84390800145,55424.059051808676,37537.54437469045,31640.304849659733,119310.53923243885,25368.912266147763,38117.26032605909,2095410.76,8261,2834,5605,7261,8670,4294,6779,4821,2868,3039,1937,2074.0,2081.0,1995.0,2111.0,845.0,780.0,273.0,3171.0,1999.0,1193.0
2023-10-30,2023-10-01,1,114.6,3.8,169.20000000000002,20,4046,90803.43599439095,8749.50225282923,15100.939075532413,9910.392995924845,8299.926533556725,36639.59524718664,7457.526228348734,11037.325133219692,463345.80000000005,2094,727,1498,1769,2205,1105,1703,1251,777,771,461,503.0,515.0,546.0,530.0,207.0,212.0,63.0,814.0,487.0,311.0
2023-10-30,2023-11-01,1,114.5,3.2,134.4,55,10115,193398.2417488157,33974.04653125123,45134.74945321086,32922.19395093212,27134.398130547856,67960.14183893241,17678.43054698218,22985.486034260022,3225690.34,8552,3025,5896,7418,8783,4439,7028,4982,3007,2949,2064,2141.0,2135.0,2180.0,2096.0,803.0,815.0,299.0,3316.0,2103.0,1216.0
2023-11-06,2023-11-01,1,114.5,3.2,134.4,77,14161,301057.75385265006,45174.910913371874,60574.271021590306,46954.28095842442,38306.36261391379,93590.13174858867,27171.725649214222,33508.53348528624,3873200.9899999998,10822,3572,7541,9288,11083,5420,8773,6448,3672,3812,2521,2678.0,2707.0,2747.0,2690.0,1043.0,1117.0,391.0,4170.0,2568.0,1533.0
2023-11-13,2023-11-01,1,114.5,3.2,134.4,77,14161,292466.60875702946,47714.65688472635,58422.1391482757,45868.593785239325,37916.0429651755,94204.72358148117,24701.72495067555,33198.16495009224,4335840.05,12019,4147,8313,10361,12624,6091,9838,7078,4262,4161,2868,2968.0,3054.0,3088.0,2909.0,1111.0,1145.0,441.0,4657.0,2931.0,1734.0
2023-11-20,2023-11-01,1,114.5,3.2,134.4,77,14161,311914.33266916336,47490.88678910847,57363.437718588415,44768.68896526863,40106.72736968584,93499.53967974988,27565.778316659944,33487.293080477815,4102131.16,11621,4014,8061,10106,11931,6044,9314,6937,4146,4140,2741,2947.0,2863.0,2894.0,2917.0,1186.0,1038.0,416.0,4536.0,2752.0,1693.0
2023-11-27,2023-11-01,1,114.5,3.2,134.4,44,8092,171681.6311605309,28136.7066315674,34225.30743674487,26771.2450088299,24140.012897687287,49950.35374011028,14657.92901330254,19849.28539912236,1759395.73,5943,2021,4218,5400,6301,3040,4921,3652,2122,2137,1376,1506.0,1515.0,1417.0,1505.0,604.0,588.0,212.0,2224.0,1495.0,820.0
2023-11-27,2023-12-01,1,114.5,3.7,135.0,36,6069,144518.21474778617,23902.672768617882,23444.415372467327,12644.346249031409,15024.405938003973,56691.59524385515,16805.19190186277,12206.317376942083,1551198.21,4512,1555,3179,3885,4795,2287,3743,2715,1600,1597,1036,1092.0,1155.0,1107.0,1158.0,449.0,385.0,155.0,1761.0,1078.0,684.0
2023-12-04,2023-12-01,1,114.5,3.7,135.0,84,14161,338779.02318522247,52709.034798886336,50979.25660038901,28307.72882948966,36556.35825216844,131610.2440271735,37162.61597799478,28473.223736210148,2646432.96,9196,3131,6342,7828,9511,4779,7518,5299,3146,3334,2187,2382.0,2330.0,2226.0,2258.0,827.0,848.0,338.0,3686.0,2180.0,1317.0
2023-12-11,2023-12-01,1,114.5,3.7,135.0,84,14161,342498.92751617066,50676.61433082078,50852.65133686876,29572.498280375792,34738.576842775576,126963.73359848988,35913.81379474731,29633.82396972679,2985474.76,9761,3420,6692,8337,9916,5145,7959,5731,3400,3416,2267,2389.0,2408.0,2519.0,2445.0,918.0,950.0,322.0,3782.0,2419.0,1370.0
2023-12-18,2023-12-01,1,114.5,3.7,135.0,84,14161,339007.0036294159,49462.47716818673,54815.633234851244,29405.172729243706,37904.298697191516,127245.86920888786,34965.50733386015,29070.00797731328,2837336.74,9543,3208,6827,8432,9957,5025,7949,5617,3324,3525,2233,2327.0,2466.0,2352.0,2398.0,853.0,972.0,338.0,3742.0,2250.0,1388.0
2023-12-25,2023-12-01,1,114.5,3.7,135.0,84,14161,327390.54133343266,49425.05498607594,50101.85607384504,27969.009894391427,36832.5687023801,129933.82882568083,34537.01441715551,27292.508070875137,2814296.33,9604,3270,6763,8518,10164,5156,7961,5726,3485,3510,2306,2401.0,2375.0,2345.0,2483.0,920.0,949.0,371.0,3771.0,2269.0,1324.0
2024-01-01,2024-01-01,0,113.3,2.9,122.85000000000001,7,14168,172071.12660669477,14667.85257717694,20936.383115936496,20529.78496239859,14688.251341864387,59764.464199189046,13640.565425791578,13702.495305565544,803406.43,4968,2095,4418,5530,6531,3297,4562,3356,2040,1998,1276,1264.0,1202.0,1246.0,1256.0,469.0,446.0,421.0,1780.0,1117.0,735.0
2024-01-08,2024-01-01,0,113.3,2.9,122.85000000000001,7,14168,163291.07210241785,13734.45006505865,20869.681141678346,20748.065927274456,13844.684042782255,61574.806542202045,13977.257751533474,13615.994601780047,800156.8,5045,2233,4408,5454,6650,3356,4675,3443,2069,1962,1364,1259.0,1192.0,1322.0,1272.0,475.0,432.0,420.0,1848.0,1215.0,655.0
2024-01-15,2024-01-01,0,113.3,2.9,122.85000000000001,7,14168,148946.5252728854,14366.776083622917,21686.92755137403,21860.556456628732,15308.426945405641,64785.648918621024,14004.808476585793,14011.458726022787,850979.2,5176,2294,4481,5766,6780,3416,4865,3392,2082,2142,1370,1306.0,1293.0,1326.0,1251.0,450.0,512.0,438.0,1878.0,1197.0,701.0
2024-01-22,2024-01-01,0,113.3,2.9,122.85000000000001,7,14168,173821.6010116758,13613.216008825948,20346.763859622173,21377.16762575297,14093.252169574907,62130.09597845886,14524.896749119096,13737.481855312642,812320.37,5249,2190,4562,5742,6938,3513,4818,3471,2200,1977,1364,1277.0,1306.0,1287.0,1379.0,453.0,501.0,494.0,1867.0,1192.0,742.0
2024-01-29,2024-01-01,0,113.3,2.9,122.85000000000001,3,6072,70495.47670090647,6049.233624321946,8915.39093817119,8726.943271343065,5487.216908568273,30130.98419448267,6102.558961295261,5931.131133082969,255879.7,1825,916,1838,2286,2763,1378,1897,1336,762,788,505,455.0,436.0,497.0,437.0,151.0,163.0,221.0,672.0,379.0,239.0
2024-01-29,2024-02-01,0,114.0,2.5,80.0,8,8096,102121.53768852408,9202.033945228579,16391.15849086651,13181.233960769565,9590.691314163898,34674.162780539526,9723.793271906003,14235.219654464794,727104.76,3536,1382,2816,3483,4375,2187,3155,2319,1326,1436,869,826.0,897.0,902.0,911.0,308.0,330.0,238.0,1315.0,861.0,484.0
2024-02-05,2024-02-01,0,114.0,2.5,80.0,14,14168,189984.77138940242,18766.425782440718,30053.8703902022,23662.65310263271,17531.451623706565,58627.820756488996,17445.81682531817,24896.563286943336,997436.95,5690,2451,4960,6337,7568,3742,5441,3792,2290,2297,1515,1419.0,1423.0,1402.0,1446.0,546.0,544.0,488.0,2065.0,1283.0,764.0
2024-02-12,2024-02-01,0,114.0,2.5,80.0,14,14168,188200.1167737244,17256.72815849629,31240.76176867785,24481.85642881848,17058.30936771668,56121.968365945635,17077.13923687935,22804.410926552137,1011095.11,5758,2600,5234,6524,7656,3842,5482,3953,2318,2303,1552,1432.0,1432.0,1419.0,1475.0,563.0,546.0,496.0,2049.0,1314.0,790.0
2024-02-19,2024-02-01,0,114.0,2.5,80.0,14,14168,188019.81532957574,16711.89321006596,30005.195759189624,22472.777398905924,16754.73569253125,56939.53614755861,16798.997288631734,24156.2665157108,1090737.8599999999,5945,2680,5165,6433,7781,3945,5518,3976,2396,2344,1530,1484.0,1497.0,1559.0,1405.0,525.0,542.0,533.0,2188.0,1357.0,800.0
2024-02-26,2024-02-01,0,114.0,2.5,80.0,8,8096,114283.4397178596,9355.842040415586,16045.8437297086,14231.994454874211,9572.903715347715,30905.2981537129,9317.788229293046,13036.357287765266,436992.29000000004,2963,1434,3026,3685,4463,2248,3014,2199,1255,1322,868,777.0,738.0,732.0,716.0,256.0,286.0,319.0,1036.0,665.0,401.0
